LIPID CATEGORY|LIPID CATEGORY|SUM COMPOSITION|INDIVIDUAL LIPID SPECIES |poner por niveles|FORMULA|MONOISOTOPIC MASS|RT|monoisotopic_mass_fixed|[M+H]+|[M+Na]+|[M+K]+|[M+NH4]+|[M+C2H7N2]+|[M+CH5O]+|[M+C2H8N]+|[2M+H]+|[2M+Na]+|[2M+K]+|[2M+NH4]+|[2M+Na+H]+|[M-H]-|[M+Cl]-|[M+CH3CO2]-|[M+CH2COONa]-|[M+C4H6O4Na]-|[M+C6H9O6Na2]-|[M+C8H12O8Na3]-|[M+HCO2]-|[M+COONa]-|[M+C3H4O4Na]-|[2M-H]-
||PC O-30:1/PC P-30:0|PC O-30:1/PC P-30:0||C38H76NO7P|689,5275|8,20|689.5359430716|690.5432195237|712.5251637716|728.4991044916|707.56976862|748.5963177163|722.5694346521|735.6010687484|1380.0791625952997|1402.0611068432|1418.0350475632|1397.1057116916|1403.0689318752998|688.5286666194999|724.5053416515999|748.5497967479|770.5317409958|830.5528711242|912.5559455005|994.5590198768|734.5341466837|756.5160909316|816.53722106|1378.0646096911
||LPC 14:0|PC(0:0/14:0)||C22H46NO7P|467,3005|1,42|467.3011921086|468.3084685607|490.2904128086|506.2643535286|485.335017657|526.3615667533|500.3346836891|513.3663177854|935.6096606693001|957.5916049172|973.5655456372|952.6362097656|958.5994299493001|466.2939156565|502.2705906886|526.3150457849|548.2969900328001|608.3181201612|690.3211945375|772.3242689138001|512.2993957207|534.2813399686|594.302470097|933.5951077651
||LPC 16:0|PC(0:0/16:0)||C24H50NO7P|495,3333|2,43|495.332492237|496.3397686891|518.321712937|534.295653657|513.3663177854|554.3928668817|528.3659838175|541.3976179138|991.6722609261001|1013.654205174|1029.628145894|1008.6988100224|1014.6620302061001|494.3252157849|530.301890817|554.3463459133|576.3282901612|636.3494202896001|718.3524946659|800.3555690421999|540.3306958491|562.312640097|622.3337702254|989.6577080219
||LPC 16:1|PC(0:0/16:1)||C24H48NO7P|493,3149|1,58|493.3168421728|494.32411862490005|516.3060628728|532.2800035928001|511.3506677212|552.3772168175|526.3503337533|539.3819678496001|987.6409607977|1009.6229050456001|1025.5968457656002|1004.667509894|1010.6307300777|492.3095657207|528.2862407528|552.3306958491|574.312640097|634.3337702254|716.3368446017|798.339918978|538.3150457849|560.2969900328001|620.3181201612|985.6264078935001
||LPC 17:0|PC(0:0/17:0)||C25H52NO7P|509,3495|2,91|509.3481423012|510.3554187533|532.3373630012001|548.3113037212|527.3819678496001|568.4085169459|542.3816338817|555.413267978|1019.7035610545|1041.6855053024|1057.6594460224|1036.7301101508|1042.6933303345|508.3408658491|544.3175408812|568.3619959775|590.3439402254|650.3650703538|732.3681447301|814.3712191064001|554.3463459133|576.3282901612|636.3494202896001|1017.6890081503
||LPC 18:0|PC(0:0/18:0)||C26H54NO7P|523,3630|3,23|523.3637923654001|524.3710688175|546.3530130654001|562.3269537854001|541.3976179138|582.4241670101|556.3972839459001|569.4289180422|1047.7348611829002|1069.7168054308002|1085.6907461508001|1064.7614102792002|1070.7246304629002|522.3565159133|558.3331909454|582.3776460417|604.3595902896001|664.380720418|746.3837947943001|828.3868691706|568.3619959775|590.3439402254|650.3650703538|1045.7203082787
||LPC 18:1|PC(0:0/18:1)||C26H52NO7P|521,3484|2,62|521.3481423012|522.3554187533|544.3373630012001|560.3113037212|539.3819678496001|580.4085169459|554.3816338817|567.413267978|1043.7035610545001|1065.6855053024|1081.6594460224|1060.7301101508|1066.6933303345002|520.3408658491|556.3175408812|580.3619959775|602.3439402254|662.3650703538|744.3681447301|826.3712191064001|566.3463459133|588.3282901612|648.3494202896001|1041.6890081503
||LPC 18:2|PC(0:0/18:2)||C26H50NO7P|519,3309|2,05|519.332492237|520.3397686891001|542.321712937|558.295653657|537.3663177854|578.3928668817|552.3659838175|565.3976179138|1039.6722609261|1061.654205174|1077.628145894|1056.6988100224|1062.6620302061|518.3252157849|554.301890817|578.3463459133|600.3282901612|660.3494202896001|742.3524946659|824.3555690421999|564.3306958491|586.312640097|646.3337702254|1037.6577080219001
||LPC 18:3|PC(0:0/18:3)||C26H48NO7P|517,3129|2,43|517.3168421728001|518.3241186249|540.3060628728001|556.2800035928001|535.3506677212|576.3772168175|550.3503337533|563.3819678496001|1035.6409607977|1057.6229050456002|1073.5968457656002|1052.667509894|1058.6307300777|516.3095657207|552.2862407528|576.3306958491|598.312640097|658.3337702254|740.3368446017|822.339918978|562.3150457849|584.2969900328001|644.3181201612|1033.6264078935
||LPC 20:0|PC(0:0/20:0)||C28H58NO7P|551,3994|4,10|551.3950924938|552.4023689459001|574.3843131938|590.3582539138|569.4289180422|610.4554671385|584.4285840743|597.4602181706|1103.7974614397|1125.7794056876|1141.7533464076|1120.824010536|1126.7872307197001|550.3878160416999|586.3644910738|610.4089461701|632.390890418|692.4120205464|774.4150949227001|856.418169299|596.3932961059|618.3752403538|678.3963704822|1101.7829085355002
||LPC 20:2|PC(0:0/20:2)||C28H54NO7P|547,3634|2,88|547.3637923654|548.3710688175|570.3530130654|586.3269537854|565.3976179138|606.4241670101|580.3972839459001|593.4289180422|1095.7348611829002|1117.7168054308|1133.6907461508|1112.7614102792|1118.7246304629002|546.3565159133|582.3331909453999|606.3776460417|628.3595902896001|688.380720418|770.3837947943001|852.3868691706|592.3619959775|614.3439402254|674.3650703538|1093.7203082787
||LPC 20:3|PC(0:0/20:3)||C28H52NO7P|545,3458|2,35|545.3481423012|546.3554187533|568.3373630012001|584.3113037212|563.3819678496001|604.4085169459|578.3816338817|591.413267978|1091.7035610545|1113.6855053024|1129.6594460224|1108.7301101508|1114.6933303345|544.3408658490999|580.3175408812|604.3619959775|626.3439402254|686.3650703538|768.3681447301|850.3712191064001|590.3463459133|612.3282901612|672.3494202896001|1089.6890081503
||LPC 20:4|PC(0:0/20:4)||C28H50NO7P|543,3303|2,02|543.332492237|544.3397686891|566.321712937|582.295653657|561.3663177853999|602.3928668817|576.3659838175|589.3976179138|1087.6722609261|1109.654205174|1125.628145894|1104.6988100224|1110.6620302061|542.3252157849|578.301890817|602.3463459133|624.3282901612|684.3494202896001|766.3524946659|848.3555690421999|588.3306958491|610.312640097|670.3337702254|1085.6577080219001
||LPC 20:5|PC(0:0/20:5)||C28H48NO7P|541,3137|1,38|541.3168421728001|542.3241186249|564.3060628728001|580.2800035928001|559.3506677212|600.3772168175|574.3503337533|587.3819678496001|1083.6409607977|1105.6229050456002|1121.5968457656002|1100.667509894|1106.6307300777|540.3095657207|576.2862407528|600.3306958491|622.312640097|682.3337702254|764.3368446017|846.339918978|586.3150457849|608.2969900328001|668.3181201612|1081.6264078935
||LPC 22:4|PC(0:0/22:4)||C30H54NO7P|571,3635|2,70|571.3637923654|572.3710688175|594.3530130654|610.3269537854|589.3976179138|630.4241670101|604.3972839459001|617.4289180422|1143.7348611829002|1165.7168054308|1181.6907461508|1160.7614102792|1166.7246304629002|570.3565159133|606.3331909453999|630.3776460417|652.3595902896001|712.380720418|794.3837947943001|876.3868691706|616.3619959775|638.3439402254|698.3650703538|1141.7203082787
||LPC 22:6|PC(0:0/22:6)||C30H50NO7P|567,3352|1,95|567.332492237|568.3397686891|590.321712937|606.295653657|585.3663177853999|626.3928668817|600.3659838175|613.3976179138|1135.6722609261|1157.654205174|1173.628145894|1152.6988100224|1158.6620302061|566.3252157849|602.301890817|626.3463459133|648.3282901612|708.3494202896001|790.3524946659|872.3555690421999|612.3306958491|634.312640097|694.3337702254|1133.6577080219
||LPC 14:0|PC(14:0/0:0)||C22H46NO7P|467,3012|1,80|467.3011921086|468.3084685607|490.2904128086|506.2643535286|485.335017657|526.3615667533|500.3346836891|513.3663177854|935.6096606693001|957.5916049172|973.5655456372|952.6362097656|958.5994299493001|466.2939156565|502.2705906886|526.3150457849|548.2969900328001|608.3181201612|690.3211945375|772.3242689138001|512.2993957207|534.2813399686|594.302470097|933.5951077651
||PC 32:2|PC(14:0_18:2)||C40H76NO8P|729,5311|6,52|729.5308580716|730.5381345237|752.5200787716001|768.4940194916|747.5646836200001|788.5912327163|762.5643496521|775.5959837484|1460.0689925953|1482.0509368432001|1498.0248775632|1477.0955416916|1483.0587618753|728.5235816195|764.5002566516|788.5447117479|810.5266559958|870.5477861242|952.5508605005|1034.5539348768|774.5290616837|796.5110059316|856.53213606|1458.0544396911
||PC 34:4|PC(14:0_20:4)||C42H76NO8P|753,5312|6,37|753.5308580716|754.5381345237|776.5200787716001|792.4940194916|771.5646836200001|812.5912327163|786.5643496521|799.5959837484|1508.0689925953|1530.0509368432001|1546.0248775632|1525.0955416916|1531.0587618753|752.5235816195|788.5002566516|812.5447117479|834.5266559958|894.5477861242|976.5508605005|1058.5539348768|798.5290616837|820.5110059316|880.53213606|1506.0544396911
||PC 36:6|PC(14:0_22:6)||C44H76NO8P|777,5330|6,14|777.5308580716|778.5381345237|800.5200787716001|816.4940194916|795.5646836200001|836.5912327163|810.5643496521|823.5959837484|1556.0689925953|1578.0509368432001|1594.0248775632|1573.0955416916|1579.0587618753|776.5235816195|812.5002566516|836.5447117479|858.5266559958|918.5477861242|1000.5508605005|1082.5539348768|822.5290616837|844.5110059316|904.53213606|1554.0544396911
||LPC 15:0|PC(15:0/0:0)||C23H48NO7P|481,3150|2,18|481.3168421728|482.32411862490005|504.30606287280006|520.2800035928001|499.3506677212|540.3772168175001|514.3503337533|527.3819678496001|963.6409607977|985.6229050456001|1001.5968457656|980.667509894|986.6307300777|480.3095657207|516.2862407528|540.3306958491|562.312640097|622.3337702254|704.3368446017|786.339918978|526.3150457849|548.2969900328001|608.3181201612|961.6264078935001
||LPC 16:0|PC(16:0/0:0)||C24H50NO7P|495,3326|2,62|495.332492237|496.3397686891|518.321712937|534.295653657|513.3663177854|554.3928668817|528.3659838175|541.3976179138|991.6722609261001|1013.654205174|1029.628145894|1008.6988100224|1014.6620302061001|494.3252157849|530.301890817|554.3463459133|576.3282901612|636.3494202896001|718.3524946659|800.3555690421999|540.3306958491|562.312640097|622.3337702254|989.6577080219
||PC 32:0|PC(16:0/16:0)||C40H80NO8P|733,5582|9,22|733.5621582|734.5694346521|756.5513789|772.52531962|751.5959837484|792.6225328447001|766.5956497805|779.6272838768001|1468.1315928521|1490.1135371|1506.08747782|1485.1581419484|1491.1213621321|732.5548817479|768.53155678|792.5760118763|814.5579561242|874.5790862526|956.5821606288999|1038.5852350051998|778.5603618120999|800.54230606|860.5634361883999|1466.1170399479
||PC 34:1|PC(16:0/18:1)||C42H82NO8P|759,5749|9,57|759.5778082642|760.5850847163|782.5670289642001|798.5409696842|777.6116338126001|818.6381829089|792.6112998447|805.6429339410001|1520.1628929805|1542.1448372284|1558.1187779484|1537.1894420767999|1543.1526622605|758.5705318121|794.5472068442|818.5916619405|840.5736061883999|900.5947363168|982.5978106931|1064.6008850694|804.5760118763|826.5579561242|886.5790862526|1518.1483400763
||PC 34:2|PC(16:0/18:2)||C42H80NO8P|757,5615|8,04|757.5621582|758.5694346521|780.5513789|796.52531962|775.5959837484|816.6225328447001|790.5956497805|803.6272838768001|1516.1315928521|1538.1135371|1554.08747782|1533.1581419484|1539.1213621321|756.5548817479|792.53155678|816.5760118763|838.5579561242|898.5790862526|980.5821606288999|1062.5852350051998|802.5603618120999|824.54230606|884.5634361883999|1514.1170399479
||PC 34:3|PC(16:0/18:3)||C42H78NO8P|755,5486|7,00|755.5465081358|756.5537845879|778.5357288358|794.5096695558|773.5803336842001|814.6068827805001|788.5799997163|801.6116338126001|1512.1002927237|1534.0822369716|1550.0561776916|1529.12684182|1535.0900620037|754.5392316837|790.5159067157999|814.5603618120999|836.54230606|896.5634361883999|978.5665105647|1060.569584941|800.5447117479|822.5266559958|882.5477861242|1510.0857398195
||PC 36:4|PC(16:0/20:4)||C44H80NO8P|781,5622|7,82|781.5621582|782.5694346521|804.5513789|820.52531962|799.5959837484|840.6225328447001|814.5956497805|827.6272838768001|1564.1315928521|1586.1135371|1602.08747782|1581.1581419484|1587.1213621321|780.5548817479|816.53155678|840.5760118763|862.5579561242|922.5790862526|1004.5821606288999|1086.5852350051998|826.5603618120999|848.54230606|908.5634361883999|1562.1170399479
||PC 36:5|PC(16:0/20:5)||C44H78NO8P|779,5462|6,87|779.5465081358|780.5537845879|802.5357288358|818.5096695558|797.5803336842001|838.6068827805001|812.5799997163|825.6116338126001|1560.1002927237|1582.0822369716|1598.0561776916|1577.12684182|1583.0900620037|778.5392316837|814.5159067157999|838.5603618120999|860.54230606|920.5634361883999|1002.5665105647|1084.569584941|824.5447117479|846.5266559958|906.5477861242|1558.0857398195
||PC 38:5|PC(16:0/22:5)||C46H82NO8P|807,5751|8,58|807.5778082642|808.5850847163|830.5670289642001|846.5409696842|825.6116338126001|866.6381829089|840.6112998447|853.6429339410001|1616.1628929805|1638.1448372284|1654.1187779484|1633.1894420767999|1639.1526622605|806.5705318121|842.5472068442|866.5916619405|888.5736061883999|948.5947363168|1030.5978106931|1112.6008850694|852.5760118763|874.5579561242|934.5790862526|1614.1483400763
||PC 38:6|PC(16:0/22:6)||C46H80NO8P|805,5671|7,48|805.5621582|806.5694346521|828.5513789|844.52531962|823.5959837484|864.6225328447001|838.5956497805|851.6272838768001|1612.1315928521|1634.1135371|1650.08747782|1629.1581419484|1635.1213621321|804.5548817479|840.53155678|864.5760118763|886.5579561242|946.5790862526|1028.5821606288998|1110.5852350052|850.5603618120999|872.54230606|932.5634361883999|1610.1170399479
||PC 30:0|PC(16:0_14:0)||C38H76NO8P|705,5304|7,32|705.5308580716|706.5381345237|728.5200787716001|744.4940194916|723.5646836200001|764.5912327163|738.5643496521|751.5959837484|1412.0689925953|1434.0509368432001|1450.0248775632|1429.0955416916|1435.0587618753|704.5235816195|740.5002566516|764.5447117479|786.5266559958|846.5477861242|928.5508605005|1010.5539348768|750.5290616837|772.5110059316|832.53213606|1410.0544396911
||PC 32:1|PC(16:0_16:1)||C40H78NO8P|731,5445|7,59|731.5465081358|732.5537845879|754.5357288358|770.5096695558|749.5803336842001|790.6068827805001|764.5799997163|777.6116338126001|1464.1002927237|1486.0822369716|1502.0561776916|1481.12684182|1487.0900620037|730.5392316837|766.5159067157999|790.5603618120999|812.54230606|872.5634361883999|954.5665105647|1036.569584941|776.5447117479|798.5266559958|858.5477861242|1462.0857398195
||PC 36:3|PC(16:0_20:3)||C44H82NO8P|783,5745|8,59|783.5778082642|784.5850847163|806.5670289642001|822.5409696842|801.6116338126001|842.6381829089|816.6112998447|829.6429339410001|1568.1628929805|1590.1448372284|1606.1187779484|1585.1894420767999|1591.1526622605|782.5705318121|818.5472068442|842.5916619405|864.5736061883999|924.5947363168|1006.5978106931|1088.6008850694|828.5760118763|850.5579561242|910.5790862526|1566.1483400763
||PC 36:3|PC(16:0_20:3)||C44H82NO8P|783,5769|9,19|783.5778082642|784.5850847163|806.5670289642001|822.5409696842|801.6116338126001|842.6381829089|816.6112998447|829.6429339410001|1568.1628929805|1590.1448372284|1606.1187779484|1585.1894420767999|1591.1526622605|782.5705318121|818.5472068442|842.5916619405|864.5736061883999|924.5947363168|1006.5978106931|1088.6008850694|828.5760118763|850.5579561242|910.5790862526|1566.1483400763
||PC 38:4|PC(16:0_22:4)||C46H84NO8P|809,5972|9,30|809.5934583284|810.6007347805|832.5826790284|848.5566197484|827.6272838768001|868.6538329731001|842.6269499089|855.6585840052|1620.1941931089|1642.1761373568|1658.1500780768|1637.2207422052|1643.1839623889|808.5861818763|844.5628569083999|868.6073120047|890.5892562526|950.610386381|1032.6134607573|1114.6165351336|854.5916619405|876.5736061883999|936.5947363168|1618.1796402047
||PC 40:4|PC(16:0_24:4)||C48H88NO8P|837,6181|11,67|837.6247584568|838.6320349089|860.6139791568|876.5879198768|855.6585840052|896.6851331015001|870.6582500373|883.6898841336001|1676.2567933657|1698.2387376136|1714.2126783336|1693.283342462|1699.2465626457001|836.6174820047|872.5941570368|896.6386121331|918.620556381|978.6416865094|1060.6447608857|1142.6478352620002|882.6229620688999|904.6049063168|964.6260364451999|1674.2422404615
||LPC 16:1|PC(16:1/0:0)||C24H48NO7P|493,3148|1,97|493.3168421728|494.32411862490005|516.3060628728|532.2800035928001|511.3506677212|552.3772168175|526.3503337533|539.3819678496001|987.6409607977|1009.6229050456001|1025.5968457656002|1004.667509894|1010.6307300777|492.3095657207|528.2862407528|552.3306958491|574.312640097|634.3337702254|716.3368446017|798.339918978|538.3150457849|560.2969900328001|620.3181201612|985.6264078935001
||PC 36:5|PC(16:1/20:4)||C44H78NO8P|779,5455|6,55|779.5465081358|780.5537845879|802.5357288358|818.5096695558|797.5803336842001|838.6068827805001|812.5799997163|825.6116338126001|1560.1002927237|1582.0822369716|1598.0561776916|1577.12684182|1583.0900620037|778.5392316837|814.5159067157999|838.5603618120999|860.54230606|920.5634361883999|1002.5665105647|1084.569584941|824.5447117479|846.5266559958|906.5477861242|1558.0857398195
||PC 30:1|PC(16:1_14:0)||C38H74NO8P|703,5152|6,20|703.5152080074|704.5224844595|726.5044287074|742.4783694274|721.5490335558001|762.5755826521|736.5486995879|749.5803336842001|1408.0376924669001|1430.0196367148|1445.9935774348|1425.0642415632|1431.0274617469001|702.5079315553|738.4846065874|762.5290616837|784.5110059316|844.53213606|926.5352104363|1008.5382848125998|748.5134116195|770.4953558674|830.5164859957999|1406.0231395627
||PC 34:3|PC(16:1_18:2)||C42H78NO8P|755,5458|6,72|755.5465081358|756.5537845879|778.5357288358|794.5096695558|773.5803336842001|814.6068827805001|788.5799997163|801.6116338126001|1512.1002927237|1534.0822369716|1550.0561776916|1529.12684182|1535.0900620037|754.5392316837|790.5159067157999|814.5603618120999|836.54230606|896.5634361883999|978.5665105647|1060.569584941|800.5447117479|822.5266559958|882.5477861242|1510.0857398195
||PC 38:7|PC(16:1_22:6)||C46H78NO8P|803,5472|6,32|803.5465081358|804.5537845879|826.5357288358|842.5096695558|821.5803336842001|862.6068827805001|836.5799997163|849.6116338126001|1608.1002927237|1630.0822369716|1646.0561776916|1625.12684182|1631.0900620037|802.5392316837|838.5159067157999|862.5603618120999|884.54230606|944.5634361883999|1026.5665105647|1108.5695849410001|848.5447117479|870.5266559958|930.5477861242|1606.0857398195
||LPC 17:0|PC(17:0/0:0)||C25H52NO7P|509,3496|3,05|509.3481423012|510.3554187533|532.3373630012001|548.3113037212|527.3819678496001|568.4085169459|542.3816338817|555.413267978|1019.7035610545|1041.6855053024|1057.6594460224|1036.7301101508|1042.6933303345|508.3408658491|544.3175408812|568.3619959775|590.3439402254|650.3650703538|732.3681447301|814.3712191064001|554.3463459133|576.3282901612|636.3494202896001|1017.6890081503
||LPC 18:0|PC(18:0/0:0)||C26H54NO7P|523,3631|3,48|523.3637923654001|524.3710688175|546.3530130654001|562.3269537854001|541.3976179138|582.4241670101|556.3972839459001|569.4289180422|1047.7348611829002|1069.7168054308002|1085.6907461508001|1064.7614102792002|1070.7246304629002|522.3565159133|558.3331909454|582.3776460417|604.3595902896001|664.380720418|746.3837947943001|828.3868691706|568.3619959775|590.3439402254|650.3650703538|1045.7203082787
||PC 34:0|PC(18:0/16:0)||C42H84NO8P|761,5980|11,37|761.5934583284|762.6007347805|784.5826790284|800.5566197484|779.6272838768001|820.6538329731001|794.6269499089|807.6585840052|1524.1941931089|1546.1761373568|1562.1500780768|1541.2207422052|1547.1839623889|760.5861818763|796.5628569083999|820.6073120047|842.5892562526|902.610386381|984.6134607573|1066.6165351335999|806.5916619405|828.5736061883999|888.5947363168|1522.1796402047
||PC 34:3|PC(18:0/16:3)||C42H78NO8P|755,5452|7,20|755.5465081358|756.5537845879|778.5357288358|794.5096695558|773.5803336842001|814.6068827805001|788.5799997163|801.6116338126001|1512.1002927237|1534.0822369716|1550.0561776916|1529.12684182|1535.0900620037|754.5392316837|790.5159067157999|814.5603618120999|836.54230606|896.5634361883999|978.5665105647|1060.569584941|800.5447117479|822.5266559958|882.5477861242|1510.0857398195
||PC 36:0|PC(18:0/18:0)||C44H88NO8P|789,6257|11,95|789.6247584568|790.6320349089|812.6139791568|828.5879198768|807.6585840052|848.6851331015001|822.6582500373|835.6898841336001|1580.2567933657|1602.2387376136|1618.2126783336|1597.283342462|1603.2465626457001|788.6174820047|824.5941570368|848.6386121331|870.620556381|930.6416865094|1012.6447608857|1094.647835262|834.6229620688999|856.6049063168|916.6260364451999|1578.2422404615
||PC 36:2|PC(18:0/18:2)||C44H84NO8P|785,5920|10,25|785.5934583284|786.6007347805|808.5826790284|824.5566197484|803.6272838768001|844.6538329731001|818.6269499089|831.6585840052|1572.1941931089|1594.1761373568|1610.1500780768|1589.2207422052|1595.1839623889|784.5861818763|820.5628569083999|844.6073120047|866.5892562526|926.610386381|1008.6134607573|1090.6165351335999|830.5916619405|852.5736061883999|912.5947363168|1570.1796402047
||PC 38:1|PC(18:0/20:1)||C46H90NO8P|815,6394|11,97|815.640408521|816.6476849731|838.6296292210001|854.603569941|833.6742340694001|874.7007831657|848.6739001015001|861.7055341978001|1632.2880934941|1654.270037742|1670.243978462|1649.3146425904|1655.2778627741|814.6331320689|850.609807101|874.6542621973|896.6362064452|956.6573365736|1038.6604109498999|1120.6634853262|860.6386121331|882.620556381|942.6416865094|1630.2735405899
||PC 38:4|PC(18:0/20:4)||C46H84NO8P|809,5980|9,95|809.5934583284|810.6007347805|832.5826790284|848.5566197484|827.6272838768001|868.6538329731001|842.6269499089|855.6585840052|1620.1941931089|1642.1761373568|1658.1500780768|1637.2207422052|1643.1839623889|808.5861818763|844.5628569083999|868.6073120047|890.5892562526|950.610386381|1032.6134607573|1114.6165351336|854.5916619405|876.5736061883999|936.5947363168|1618.1796402047
||PC 40:4|PC(18:0/22:4)||C48H88NO8P|837,6172|11,48|837.6247584568|838.6320349089|860.6139791568|876.5879198768|855.6585840052|896.6851331015001|870.6582500373|883.6898841336001|1676.2567933657|1698.2387376136|1714.2126783336|1693.283342462|1699.2465626457001|836.6174820047|872.5941570368|896.6386121331|918.620556381|978.6416865094|1060.6447608857|1142.6478352620002|882.6229620688999|904.6049063168|964.6260364451999|1674.2422404615
||PC 40:5|PC(18:0/22:5)||C48H86NO8P|835,6051|10,19|835.6091083926|836.6163848447001|858.5983290926|874.5722698126|853.6429339410001|894.6694830373001|868.6425999731|881.6742340694001|1672.2254932373|1694.2074374852|1710.1813782052|1689.2520423336|1695.2152625173|834.6018319405|870.5785069725999|894.6229620688999|916.6049063168|976.6260364451999|1058.6291108215|1140.6321851978003|880.6073120047|902.5892562526|962.610386381|1670.2109403330999
||PC 40:6|PC(18:0/22:6)||C48H84NO8P|833,5969|9,45|833.5934583284|834.6007347805|856.5826790284|872.5566197484|851.6272838768001|892.6538329731001|866.6269499089|879.6585840052|1668.1941931089|1690.1761373568|1706.1500780768|1685.2207422052|1691.1839623889|832.5861818763|868.5628569083999|892.6073120047|914.5892562526|974.610386381|1056.6134607573|1138.6165351336|878.5916619405|900.5736061883999|960.5947363168|1666.1796402047
||PC 36:1|PC(18:0_18:1)||C44H86NO8P|787,6060|11,59|787.6091083926|788.6163848447001|810.5983290926|826.5722698126|805.6429339410001|846.6694830373001|820.6425999731|833.6742340694001|1576.2254932373|1598.2074374852|1614.1813782052|1593.2520423336|1599.2152625173|786.6018319405|822.5785069725999|846.6229620688999|868.6049063168|928.6260364451999|1010.6291108215|1092.6321851978|832.6073120047|854.5892562526|914.610386381|1574.2109403330999
||PC 36:3|PC(18:0_18:3)||C44H82NO8P|783,5786|11,47|783.5778082642|784.5850847163|806.5670289642001|822.5409696842|801.6116338126001|842.6381829089|816.6112998447|829.6429339410001|1568.1628929805|1590.1448372284|1606.1187779484|1585.1894420767999|1591.1526622605|782.5705318121|818.5472068442|842.5916619405|864.5736061883999|924.5947363168|1006.5978106931|1088.6008850694|828.5760118763|850.5579561242|910.5790862526|1566.1483400763
||PC 36:4|PC(18:0_18:4)||C44H80NO8P|781,5588|7,45|781.5621582|782.5694346521|804.5513789|820.52531962|799.5959837484|840.6225328447001|814.5956497805|827.6272838768001|1564.1315928521|1586.1135371|1602.08747782|1581.1581419484|1587.1213621321|780.5548817479|816.53155678|840.5760118763|862.5579561242|922.5790862526|1004.5821606288999|1086.5852350051998|826.5603618120999|848.54230606|908.5634361883999|1562.1170399479
||PC 38:3|PC(18:0_20:3)||C46H86NO8P|811,6048|11,05|811.6091083926|812.6163848447001|834.5983290926|850.5722698126|829.6429339410001|870.6694830373001|844.6425999731|857.6742340694001|1624.2254932373|1646.2074374852|1662.1813782052|1641.2520423336|1647.2152625173|810.6018319405|846.5785069725999|870.6229620688999|892.6049063168|952.6260364451999|1034.6291108215|1116.6321851978|856.6073120047|878.5892562526|938.610386381|1622.2109403330999
||LPC 18:1|PC(18:1/0:0)||C26H52NO7P|521,3455|2,80|521.3481423012|522.3554187533|544.3373630012001|560.3113037212|539.3819678496001|580.4085169459|554.3816338817|567.413267978|1043.7035610545001|1065.6855053024|1081.6594460224|1060.7301101508|1066.6933303345002|520.3408658491|556.3175408812|580.3619959775|602.3439402254|662.3650703538|744.3681447301|826.3712191064001|566.3463459133|588.3282901612|648.3494202896001|1041.6890081503
||PC 36:2|PC(18:1/18:1)||C44H84NO8P|785,5911|9,89|785.5934583284|786.6007347805|808.5826790284|824.5566197484|803.6272838768001|844.6538329731001|818.6269499089|831.6585840052|1572.1941931089|1594.1761373568|1610.1500780768|1589.2207422052|1595.1839623889|784.5861818763|820.5628569083999|844.6073120047|866.5892562526|926.610386381|1008.6134607573|1090.6165351335999|830.5916619405|852.5736061883999|912.5947363168|1570.1796402047
||PC 36:3|PC(18:1/18:2)||C44H82NO8P|783,5748|8,27|783.5778082642|784.5850847163|806.5670289642001|822.5409696842|801.6116338126001|842.6381829089|816.6112998447|829.6429339410001|1568.1628929805|1590.1448372284|1606.1187779484|1585.1894420767999|1591.1526622605|782.5705318121|818.5472068442|842.5916619405|864.5736061883999|924.5947363168|1006.5978106931|1088.6008850694|828.5760118763|850.5579561242|910.5790862526|1566.1483400763
||PC 36:5|PC(18:1/18:4)||C44H78NO8P|779,5465|6,85|779.5465081358|780.5537845879|802.5357288358|818.5096695558|797.5803336842001|838.6068827805001|812.5799997163|825.6116338126001|1560.1002927237|1582.0822369716|1598.0561776916|1577.12684182|1583.0900620037|778.5392316837|814.5159067157999|838.5603618120999|860.54230606|920.5634361883999|1002.5665105647|1084.569584941|824.5447117479|846.5266559958|906.5477861242|1558.0857398195
||PC 38:2|PC(18:1/20:1)||C46H88NO8P|813,6276|11,69|813.6247584568|814.6320349089|836.6139791568|852.5879198768|831.6585840052|872.6851331015001|846.6582500373|859.6898841336001|1628.2567933657|1650.2387376136|1666.2126783336|1645.283342462|1651.2465626457001|812.6174820047|848.5941570368|872.6386121331|894.620556381|954.6416865094|1036.6447608857|1118.647835262|858.6229620688999|880.6049063168|940.6260364451999|1626.2422404615
||PC 40:7|PC(18:1/22:6)||C48H82NO8P|831,5790|7,68|831.5778082642|832.5850847163|854.5670289642001|870.5409696842|849.6116338126001|890.6381829089|864.6112998447|877.6429339410001|1664.1628929805|1686.1448372284|1702.1187779484|1681.1894420767999|1687.1526622605|830.5705318121|866.5472068442|890.5916619405|912.5736061883999|972.5947363168|1054.5978106931|1136.6008850694002|876.5760118763|898.5579561242|958.5790862526|1662.1483400763
||PC 38:4|PC(18:1_20:3)||C46H84NO8P|809,5962|8,87|809.5934583284|810.6007347805|832.5826790284|848.5566197484|827.6272838768001|868.6538329731001|842.6269499089|855.6585840052|1620.1941931089|1642.1761373568|1658.1500780768|1637.2207422052|1643.1839623889|808.5861818763|844.5628569083999|868.6073120047|890.5892562526|950.610386381|1032.6134607573|1114.6165351336|854.5916619405|876.5736061883999|936.5947363168|1618.1796402047
