LIPID CATEGORY|LIPID CATEGORY|SUM COMPOSITION|INDIVIDUAL LIPID SPECIES |poner por niveles|FORMULA|MONOISOTOPIC MASS|RT|monoisotopic_mass_fixed|[M+H]+|[M+Na]+|[M+K]+|[M+NH4]+|[M+C2H7N2]+|[M+CH5O]+|[M+C2H8N]+|[2M+H]+|[2M+Na]+|[2M+K]+|[2M+NH4]+|[2M+Na+H]+|[M-H]-|[M+Cl]-|[M+CH3CO2]-|[M+CH2COONa]-|[M+C4H6O4Na]-|[M+C6H9O6Na2]-|[M+C8H12O8Na3]-|[M+HCO2]-|[M+COONa]-|[M+C3H4O4Na]-|[2M-H]-
||PC 38:5|PC(18:1_20:4)||C46H82NO8P|807,5769|8,27|807.5778082642|808.5850847163|830.5670289642001|846.5409696842|825.6116338126001|866.6381829089|840.6112998447|853.6429339410001|1616.1628929805|1638.1448372284|1654.1187779484|1633.1894420767999|1639.1526622605|806.5705318121|842.5472068442|866.5916619405|888.5736061883999|948.5947363168|1030.5978106931|1112.6008850694|852.5760118763|874.5579561242|934.5790862526|1614.1483400763
||PC 40:6|PC(18:1_22:5)||C48H84NO8P|833,5978|8,25|833.5934583284|834.6007347805|856.5826790284|872.5566197484|851.6272838768001|892.6538329731001|866.6269499089|879.6585840052|1668.1941931089|1690.1761373568|1706.1500780768|1685.2207422052|1691.1839623889|832.5861818763|868.5628569083999|892.6073120047|914.5892562526|974.610386381|1056.6134607573|1138.6165351336|878.5916619405|900.5736061883999|960.5947363168|1666.1796402047
||LPC 18:2|PC(18:2/0:0)||C26H50NO7P|519,3311|2,24|519.332492237|520.3397686891001|542.321712937|558.295653657|537.3663177854|578.3928668817|552.3659838175|565.3976179138|1039.6722609261|1061.654205174|1077.628145894|1056.6988100224|1062.6620302061|518.3252157849|554.301890817|578.3463459133|600.3282901612|660.3494202896001|742.3524946659|824.3555690421999|564.3306958491|586.312640097|646.3337702254|1037.6577080219001
||PC 36:3|PC(18:2/18:1)||C44H82NO8P|783,5778|8,10|783.5778082642|784.5850847163|806.5670289642001|822.5409696842|801.6116338126001|842.6381829089|816.6112998447|829.6429339410001|1568.1628929805|1590.1448372284|1606.1187779484|1585.1894420767999|1591.1526622605|782.5705318121|818.5472068442|842.5916619405|864.5736061883999|924.5947363168|1006.5978106931|1088.6008850694|828.5760118763|850.5579561242|910.5790862526|1566.1483400763
||PC 36:4|PC(18:2/18:2)||C44H80NO8P|781,5583|7,09|781.5621582|782.5694346521|804.5513789|820.52531962|799.5959837484|840.6225328447001|814.5956497805|827.6272838768001|1564.1315928521|1586.1135371|1602.08747782|1581.1581419484|1587.1213621321|780.5548817479|816.53155678|840.5760118763|862.5579561242|922.5790862526|1004.5821606288999|1086.5852350051998|826.5603618120999|848.54230606|908.5634361883999|1562.1170399479
||PC 36:5|PC(18:2/18:3)||C44H78NO8P|779,5444|6,23|779.5465081358|780.5537845879|802.5357288358|818.5096695558|797.5803336842001|838.6068827805001|812.5799997163|825.6116338126001|1560.1002927237|1582.0822369716|1598.0561776916|1577.12684182|1583.0900620037|778.5392316837|814.5159067157999|838.5603618120999|860.54230606|920.5634361883999|1002.5665105647|1084.569584941|824.5447117479|846.5266559958|906.5477861242|1558.0857398195
||PC 38:6|PC(18:2/20:4)||C46H80NO8P|805,5663|6,89|805.5621582|806.5694346521|828.5513789|844.52531962|823.5959837484|864.6225328447001|838.5956497805|851.6272838768001|1612.1315928521|1634.1135371|1650.08747782|1629.1581419484|1635.1213621321|804.5548817479|840.53155678|864.5760118763|886.5579561242|946.5790862526|1028.5821606288998|1110.5852350052|850.5603618120999|872.54230606|932.5634361883999|1610.1170399479
||PC 38:7|PC(18:2_20:5)||C46H78NO8P|803,5461|6,14|803.5465081358|804.5537845879|826.5357288358|842.5096695558|821.5803336842001|862.6068827805001|836.5799997163|849.6116338126001|1608.1002927237|1630.0822369716|1646.0561776916|1625.12684182|1631.0900620037|802.5392316837|838.5159067157999|862.5603618120999|884.54230606|944.5634361883999|1026.5665105647|1108.5695849410001|848.5447117479|870.5266559958|930.5477861242|1606.0857398195
||LPC 18:3|PC(18:3/0:0)||C26H48NO7P|517,3161|2,62|517.3168421728001|518.3241186249|540.3060628728001|556.2800035928001|535.3506677212|576.3772168175|550.3503337533|563.3819678496001|1035.6409607977|1057.6229050456002|1073.5968457656002|1052.667509894|1058.6307300777|516.3095657207|552.2862407528|576.3306958491|598.312640097|658.3337702254|740.3368446017|822.339918978|562.3150457849|584.2969900328001|644.3181201612|1033.6264078935
||PC 37:1|PC(19:0_18:1)||C45H88NO8P|801,6275|11,83|801.6247584568|802.6320349089|824.6139791568|840.5879198768|819.6585840052|860.6851331015001|834.6582500373|847.6898841336001|1604.2567933657|1626.2387376136|1642.2126783336|1621.283342462|1627.2465626457001|800.6174820047|836.5941570368|860.6386121331|882.620556381|942.6416865094|1024.6447608857|1106.647835262|846.6229620688999|868.6049063168|928.6260364451999|1602.2422404615
||PC 37:2|PC(19:0_18:2)||C45H86NO8P|799,6121|11,40|799.6091083926|800.6163848447001|822.5983290926|838.5722698126|817.6429339410001|858.6694830373001|832.6425999731|845.6742340694001|1600.2254932373|1622.2074374852|1638.1813782052|1617.2520423336|1623.2152625173|798.6018319405|834.5785069725999|858.6229620688999|880.6049063168|940.6260364451999|1022.6291108215|1104.6321851978|844.6073120047|866.5892562526|926.610386381|1598.2109403330999
||LPC 20:0|PC(20:0/0:0)||C28H58NO7P|551,3963|4,25|551.3950924938|552.4023689459001|574.3843131938|590.3582539138|569.4289180422|610.4554671385|584.4285840743|597.4602181706|1103.7974614397|1125.7794056876|1141.7533464076|1120.824010536|1126.7872307197001|550.3878160416999|586.3644910738|610.4089461701|632.390890418|692.4120205464|774.4150949227001|856.418169299|596.3932961059|618.3752403538|678.3963704822|1101.7829085355002
||PC 40:2|PC(20:0_20:2)||C48H92NO8P|841,6643|12,05|841.6560585852|842.6633350373|864.6452792852|880.6192200052|859.6898841336001|900.7164332299001|874.6895501657|887.7211842620001|1684.3193936225|1706.3013378704|1722.2752785904|1701.3459427188|1707.3091629025|840.6487821331|876.6254571651999|900.6699122615|922.6518565094|982.6729866378|1064.6760610141|1146.6791353904002|886.6542621973|908.6362064452|968.6573365736|1682.3048407183
||LPC 20:1|PC(20:1_0:0)||C28H56NO7P|549,3766|3,58|549.3794424296001|550.3867188817|572.3686631296001|588.3426038496001|567.413267978|608.4398170743001|582.4129340101|595.4445681064|1099.7661613113|1121.7481055592002|1137.7220462792002|1116.7927104076|1122.7559305913|548.3721659775|584.3488410096|608.3932961059|630.3752403538|690.3963704822|772.3994448585|854.4025192347999|594.3776460417|616.3595902896001|676.380720418|1097.7516084070999
||PC 38:3|PC(20:1_18:2)||C46H86NO8P|811,6094|10,40|811.6091083926|812.6163848447001|834.5983290926|850.5722698126|829.6429339410001|870.6694830373001|844.6425999731|857.6742340694001|1624.2254932373|1646.2074374852|1662.1813782052|1641.2520423336|1647.2152625173|810.6018319405|846.5785069725999|870.6229620688999|892.6049063168|952.6260364451999|1034.6291108215|1116.6321851978|856.6073120047|878.5892562526|938.610386381|1622.2109403330999
||LPC 20:2|PC(20:2/0:0)||C28H54NO7P|547,3661|3,02|547.3637923654|548.3710688175|570.3530130654|586.3269537854|565.3976179138|606.4241670101|580.3972839459001|593.4289180422|1095.7348611829002|1117.7168054308|1133.6907461508|1112.7614102792|1118.7246304629002|546.3565159133|582.3331909453999|606.3776460417|628.3595902896001|688.380720418|770.3837947943001|852.3868691706|592.3619959775|614.3439402254|674.3650703538|1093.7203082787
||LPC 20:3|PC(20:3/0:0)||C28H52NO7P|545,3467|2,53|545.3481423012|546.3554187533|568.3373630012001|584.3113037212|563.3819678496001|604.4085169459|578.3816338817|591.413267978|1091.7035610545|1113.6855053024|1129.6594460224|1108.7301101508|1114.6933303345|544.3408658490999|580.3175408812|604.3619959775|626.3439402254|686.3650703538|768.3681447301|850.3712191064001|590.3463459133|612.3282901612|672.3494202896001|1089.6890081503
||PC 40:7|PC(20:3/20:4)||C48H82NO8P|831,5707|7,42|831.5778082642|832.5850847163|854.5670289642001|870.5409696842|849.6116338126001|890.6381829089|864.6112998447|877.6429339410001|1664.1628929805|1686.1448372284|1702.1187779484|1681.1894420767999|1687.1526622605|830.5705318121|866.5472068442|890.5916619405|912.5736061883999|972.5947363168|1054.5978106931|1136.6008850694002|876.5760118763|898.5579561242|958.5790862526|1662.1483400763
||LPC 20:4|PC(20:4/0:0)||C28H50NO7P|543,3303|2,18|543.332492237|544.3397686891|566.321712937|582.295653657|561.3663177853999|602.3928668817|576.3659838175|589.3976179138|1087.6722609261|1109.654205174|1125.628145894|1104.6988100224|1110.6620302061|542.3252157849|578.301890817|602.3463459133|624.3282901612|684.3494202896001|766.3524946659|848.3555690421999|588.3306958491|610.312640097|670.3337702254|1085.6577080219001
||PC 40:8|PC(20:4/20:4)||C48H80NO8P|829,5589|6,64|829.5621582|830.5694346521|852.5513789|868.52531962|847.5959837484|888.6225328447001|862.5956497805|875.6272838768001|1660.1315928521|1682.1135371|1698.08747782|1677.1581419484|1683.1213621321|828.5548817479|864.53155678|888.5760118763|910.5579561242|970.5790862526|1052.5821606288998|1134.5852350052|874.5603618120999|896.54230606|956.5634361883999|1658.1170399479
||LPC 20:5|PC(20:5/0:0)||C28H48NO7P|541,3113|1,75|541.3168421728001|542.3241186249|564.3060628728001|580.2800035928001|559.3506677212|600.3772168175|574.3503337533|587.3819678496001|1083.6409607977|1105.6229050456002|1121.5968457656002|1100.667509894|1106.6307300777|540.3095657207|576.2862407528|600.3306958491|622.312640097|682.3337702254|764.3368446017|846.339918978|586.3150457849|608.2969900328001|668.3181201612|1081.6264078935
||LPC 22:4|PC(22:4/0:0)||C30H54NO7P|571,3608|2,82|571.3637923654|572.3710688175|594.3530130654|610.3269537854|589.3976179138|630.4241670101|604.3972839459001|617.4289180422|1143.7348611829002|1165.7168054308|1181.6907461508|1160.7614102792|1166.7246304629002|570.3565159133|606.3331909453999|630.3776460417|652.3595902896001|712.380720418|794.3837947943001|876.3868691706|616.3619959775|638.3439402254|698.3650703538|1141.7203082787
||LPC 22:5|PC(22:5_0:0)||C30H52NO7P|569,3485|2,35|569.3481423012|570.3554187533|592.3373630012001|608.3113037212|587.3819678496001|628.4085169459|602.3816338817|615.413267978|1139.7035610545|1161.6855053024|1177.6594460224|1156.7301101508|1162.6933303345|568.3408658490999|604.3175408812|628.3619959775|650.3439402254|710.3650703538|792.3681447301|874.3712191063998|614.3463459133|636.3282901612|696.3494202896001|1137.6890081503
||LPC 22:6|PC(22:6/0:0)||C30H50NO7P|567,3343|2,10|567.332492237|568.3397686891|590.321712937|606.295653657|585.3663177853999|626.3928668817|600.3659838175|613.3976179138|1135.6722609261|1157.654205174|1173.628145894|1152.6988100224|1158.6620302061|566.3252157849|602.301890817|626.3463459133|648.3282901612|708.3494202896001|790.3524946659|872.3555690421999|612.3306958491|634.312640097|694.3337702254|1133.6577080219
||LPC O-16:0|PC(O-16:0/0:0)||C24H52NO6P|481,3568|3,05|481.35322730120004|482.3605037533|504.34244800120007|520.3163887212|499.3870528496|540.4136019459|514.3867188817001|527.418352978|963.7137310545|985.6956753024001|1001.6696160224001|980.7402801508|986.7035003345001|480.3459508491|516.3226258812|540.3670809775|562.3490252254|622.3701553538|704.3732297301|786.3763041063999|526.3514309133|548.3333751612|608.3545052896001|961.6991781503
||PC O-32:0|PC(O-16:0/16:0)||C40H82NO7P|719,5813|10,87|719.5828932641999|720.5901697163|742.5721139642|758.5460546841999|737.6167188126|778.6432679088999|752.6163848447001|765.648018941|1440.1730629804997|1462.1550072283999|1478.1289479483999|1457.1996120768|1463.1628322604997|718.5756168120998|754.5522918441999|778.5967469405|800.5786911884|860.5998213168|942.6028956931|1024.6059700694|764.5810968763|786.5630411242|846.5841712526|1438.1585100763
||PC O-36:4/PC P-36:3|PC(O-16:0_20:4)||C44H82NO7P|767,5832|9,05|767.5828932641999|768.5901697163|790.5721139642|806.5460546841999|785.6167188126|826.6432679088999|800.6163848447001|813.648018941|1536.1730629804997|1558.1550072283999|1574.1289479483999|1553.1996120768|1559.1628322604997|766.5756168120998|802.5522918441999|826.5967469405|848.5786911884|908.5998213168|990.6028956931|1072.6059700694|812.5810968763|834.5630411242|894.5841712526|1534.1585100763
||LPC O-16:1|PC(O-16:1/0:0)||C24H50NO6P|479,3358|2,99|479.337577237|480.34485368910003|502.32679793700004|518.300738657|497.3714027854|538.3979518817|512.3710688175|525.4027029138|959.6824309261001|981.664375174|997.638315894|976.7089800224|982.6722002061001|478.33030078490003|514.306975817|538.3514309133|560.3333751612|620.3545052896001|702.3575796659001|784.3606540421999|524.3357808491|546.317725097|606.3388552254|957.6678780219
||PC O-34:2/PC P-34:1|PC(O-16:1/18:1)/PC(P-16:0/18:1)||C42H82NO7P|743,5776|10,82|743.5828932641999|744.5901697163|766.5721139642|782.5460546841999|761.6167188126|802.6432679088999|776.6163848447001|789.648018941|1488.1730629804997|1510.1550072283999|1526.1289479483999|1505.1996120768|1511.1628322604997|742.5756168120998|778.5522918441999|802.5967469405|824.5786911884|884.5998213168|966.6028956931|1048.6059700694|788.5810968763|810.5630411242|870.5841712526|1486.1585100763
||PC O-34:3/PC P-34:2|PC(O-16:1/18:2)/PC(P-16:0/18:2)||C42H80NO7P|741,5651|9,00|741.5672432|742.5745196520999|764.5564639|780.53040462|759.6010687484|800.6276178447|774.6007347805|787.6323688768001|1484.1417628520999|1506.1237071|1522.09764782|1501.1683119484|1507.1315321321|740.5599667478999|776.53664178|800.5810968763|822.5630411242|882.5841712526|964.5872456289|1046.5903200051998|786.5654468120999|808.54739106|868.5685211883999|1482.1272099478997
||PC O-36:5/PC P-36:4|PC(O-16:1/20:4)/PC(P-16:0/20:4)||C44H80NO7P|765,5710|8,69|765.5672432|766.5745196520999|788.5564639|804.53040462|783.6010687484|824.6276178447|798.6007347805|811.6323688768001|1532.1417628520999|1554.1237071|1570.09764782|1549.1683119484|1555.1315321321|764.5599667478999|800.53664178|824.5810968763|846.5630411242|906.5841712526|988.5872456289|1070.5903200051998|810.5654468120999|832.54739106|892.5685211883999|1530.1272099478997
||PC O-38:6/PC P-38:5|PC(O-16:1_22:5)/PC(P-16:0_22:5)||C46H82NO7P|791,5783|8,92|791.5828932641999|792.5901697163|814.5721139642|830.5460546841999|809.6167188126|850.6432679088999|824.6163848447001|837.648018941|1584.1730629804997|1606.1550072283999|1622.1289479483999|1601.1996120768|1607.1628322604997|790.5756168120998|826.5522918441999|850.5967469405|872.5786911884|932.5998213168|1014.6028956931|1096.6059700694|836.5810968763|858.5630411242|918.5841712526|1582.1585100763
||LPC O-18:0|PC(O-18:0/0:0)||C26H56NO6P|509,3845|3,89|509.38452742960004|510.3918038817|532.3737481296|548.3476888496001|527.418352978|568.4449020743001|542.4180190101|555.4496531064|1019.7763313113|1041.7582755592|1057.7322162792002|1036.8028804076|1042.7661005913|508.3772509775|544.3539260096001|568.3983811059001|590.3803253538|650.4014554822|732.4045298585|814.4076042347999|554.3827310417|576.3646752896001|636.385805418|1017.7617784071
||PC O-38:4/PC P-38:3|PC(O-18:0/20:4)||C46H86NO7P|795,6116|11,40|795.6141933926|796.6214698447001|818.6034140926|834.5773548126|813.648018941|854.6745680373|828.6476849731|841.6793190694001|1592.2356632372998|1614.2176074852|1630.1915482052|1609.2622123336|1615.2254325172999|794.6069169404999|830.5835919726|854.6280470689|876.6099913168|936.6311214451999|1018.6341958215|1100.6372701978|840.6123970047|862.5943412526|922.615471381|1590.2211103330997
||PC O-36:2/PC P-36:1|PC(O-18:0_18:2)||C44H86NO7P|771,6123|11,59|771.6141933926|772.6214698447001|794.6034140926|810.5773548126|789.648018941|830.6745680373|804.6476849731|817.6793190694001|1544.2356632372998|1566.2176074852|1582.1915482052|1561.2622123336|1567.2254325172999|770.6069169404999|806.5835919726|830.6280470689|852.6099913168|912.6311214451999|994.6341958215|1076.6372701978|816.6123970047|838.5943412526|898.615471381|1542.2211103330997
||PC O-38:3/PC P-38:2|PC(O-18:0_20:3)||C46H88NO7P|797,6275|11,82|797.6298434567999|798.6371199089|820.6190641567999|836.5930048767999|815.6636690052|856.6902181015001|830.6633350373|843.6949691336|1596.2669633657001|1618.2489076135998|1634.2228483335998|1613.2935124619999|1619.2567326457001|796.6225670047|832.5992420367999|856.6436971331|878.625641381|938.6467715094|1020.6498458857|1102.652920262|842.6280470689|864.6099913168|924.6311214451999|1594.2524104615
||LPC O-18:1|PC(O-18:1/0:0)||C26H54NO6P|507,3680|3,20|507.3688773654|508.37615381750004|530.3580980654|546.3320387854001|525.4027029138|566.4292520101|540.4023689459001|553.4340030422001|1015.7450311829001|1037.7269754308|1053.7009161508001|1032.7715802792002|1038.7348004629|506.3616009133|542.3382759454|566.3827310417|588.3646752896001|648.385805418|730.3888797943001|812.3919541706|552.3670809775|574.3490252254|634.3701553538|1013.7304782787
||PC O-36:2/PC P-36:1|PC(O-18:1/18:1)/PC(P-18:0/18:1)||C44H86NO7P|771,6102|11,35|771.6141933926|772.6214698447001|794.6034140926|810.5773548126|789.648018941|830.6745680373|804.6476849731|817.6793190694001|1544.2356632372998|1566.2176074852|1582.1915482052|1561.2622123336|1567.2254325172999|770.6069169404999|806.5835919726|830.6280470689|852.6099913168|912.6311214451999|994.6341958215|1076.6372701978|816.6123970047|838.5943412526|898.615471381|1542.2211103330997
||PC O-36:3/PC P-36:2|PC(O-18:1/18:2)/PC(P-18:0/18:2)||C44H84NO7P|769,6011|9,57|769.5985433283998|770.6058197804999|792.5877640283999|808.5617047483998|787.6323688768001|828.6589179731001|802.6320349089|815.6636690052|1540.2043631089|1562.1863073567997|1578.1602480767997|1557.2309122051997|1563.1941323889|768.5912668763|804.5679419083998|828.6123970047|850.5943412526|910.615471381|992.6185457573|1074.6216201336|814.5967469405|836.5786911884|896.5998213168|1538.1898102046998
||PC O-38:5/PC P-38:4|PC(O-18:1/20:4)/PC(P-18:0/20:4)||C46H84NO7P|793,6005|9,29|793.5985433283998|794.6058197804999|816.5877640283999|832.5617047483998|811.6323688768001|852.6589179731001|826.6320349089|839.6636690052|1588.2043631089|1610.1863073567997|1626.1602480767997|1605.2309122051997|1611.1941323889|792.5912668763|828.5679419083998|852.6123970047|874.5943412526|934.615471381|1016.6185457573|1098.6216201336001|838.5967469405|860.5786911884|920.5998213168|1586.1898102046998
||PC O-40:7/PC P-40:6|PC(O-18:1/22:6)/PC(P-18:0/22:6)||C48H84NO7P|817,5960|8,82|817.5985433283998|818.6058197804999|840.5877640283999|856.5617047483998|835.6323688768001|876.6589179731001|850.6320349089|863.6636690052|1636.2043631089|1658.1863073567997|1674.1602480767997|1653.2309122051997|1659.1941323889|816.5912668763|852.5679419083998|876.6123970047|898.5943412526|958.615471381|1040.6185457573|1122.6216201336001|862.5967469405|884.5786911884|944.5998213168|1634.1898102046998
